name,year_int,duration,rating,votes,genre_split,genre_count,director_avg_rating,actor_popularity
Duplicate,(1998),164 min,5.6,7174.0,"['Action', ' Comedy', ' Crime']",3,5.414893617021277,
Duplicate Sholay,(2002),147 min,6.5,50.0,['Comedy'],1,4.997368421052632,
Dur Naheen Manzil,(1973),,6.2,5.0,['Drama'],1,6.066666666666666,
Durdesh,(1983),143 min,6.2,33.0,"['Action', ' Crime', ' Drama']",3,5.411111111111111,
Durga,(2002),116 min,4.6,17.0,['Drama'],1,5.1000000000000005,
Durgaa,(1985),,6.3,21.0,"['Action', ' Crime']",2,5.175757575757576,
Durgaa Maa,(1986),,6.7,7.0,"['Drama', ' Fantasy']",2,6.7,
Durgamati: The Myth,(2020),155 min,3.8,4976.0,"['Horror', ' Thriller']",2,3.8,
Durgesh Nandini,(1956),,6.5,8.0,"['Fantasy', ' Musical', ' Drama']",3,6.5,
Dus,(1997),,9.1,44.0,['Action'],1,6.445454545454546,
Dus Kahaniyaan,(2007),110 min,5.7,1556.0,['Drama'],1,6.266666666666666,5.7
Dus Lakh,(1966),162 min,6.6,44.0,"['Comedy', ' Drama', ' Musical']",3,6.55,
Dus Numbri,(1976),155 min,5.6,104.0,"['Action', ' Comedy', ' Drama']",3,5.6,
Dus Tola,(2010),120 min,6.9,301.0,"['Comedy', ' Drama']",2,7.050000000000001,
Dushman,(1998),145 min,6.9,1841.0,"['Crime', ' Drama', ' Thriller']",3,5.8,
Dushman,(1990),146 min,5.4,38.0,"['Action', ' Drama']",2,6.643589743589744,
Dushman,(1938),144 min,6.8,8.0,['Unknown'],1,6.346153846153846,
Dushman,(1957),138 min,7.1,17.0,['Drama'],1,6.6,
Dushman Devta,(1991),,4.0,22.0,['Action'],1,5.776470588235294,
Dushman Dost,(1981),,7.1,8.0,"['Adventure', ' Crime', ' Mystery']",3,7.1,
Dushman Duniya Ka,(1996),153 min,4.0,652.0,['Drama'],1,6.257142857142857,
Dushman Zamana,(1992),129 min,5.0,25.0,"['Action', ' Romance']",2,3.95,
Dushmani,(2002),,6.6,23.0,['Action'],1,4.757142857142857,
Dushmani: A Violent Love Story,(1995),156 min,4.9,213.0,"['Action', ' Drama', ' Romance']",3,4.7,
Dushmano Ka Dushman,(1984),,6.0,9.0,['Crime'],1,6.0,
Dushmun,(1971),177 min,7.1,200.0,['Drama'],1,6.593333333333334,
Duty,(1986),,4.4,15.0,['Action'],1,5.765217391304348,
Duvidha,(1973),82 min,7.0,577.0,"['Drama', ' Fantasy', ' Romance']",3,6.94,
Dvandva,(2009),51 min,6.1,15.0,"['Crime', ' Drama', ' Mystery']",3,6.1,
Dwarkadhish - Kingdom of Krishna,(2019),,8.4,8.0,['Documentary'],1,8.1,
Earth,(1998),110 min,7.7,7523.0,"['Drama', ' Romance', ' War']",3,6.840000000000001,
Ebn-e-Batuta,(2014),125 min,4.3,27.0,['Sci-Fi'],1,4.3,
Edegarike,(2012),105 min,7.4,199.0,"['Crime', ' Drama']",2,7.4,
Eduruleni Manishi,(2001),138 min,4.5,126.0,"['Comedy', ' Drama']",2,4.5,
Eeb Allay Ooo!,(2019),98 min,7.4,1247.0,"['Comedy', ' Drama']",2,7.4,7.400000000000001
Eena Meena Deeka,(1994),133 min,4.7,325.0,"['Action', ' Comedy', ' Crime']",3,5.193023255813954,
Eent Ka Jawab Patthar,(1982),,3.0,7.0,['Action'],1,5.45,
Eeshwar,(1989),147 min,7.2,455.0,"['Drama', ' Musical', ' Family']",3,6.14,
Ehsaas: The Feeling,(2001),116 min,5.6,95.0,"['Drama', ' Romance']",2,5.8578947368421055,
Ehsan,(1970),,5.8,11.0,['Romance'],1,5.76,
Ei8ht Shani,(2006),,4.6,38.0,['Horror'],1,4.071428571428571,
Eiga Doraemon: Nobita no getsumen tansaki,(2019),111 min,6.8,556.0,"['Animation', ' Action', ' Adventure']",3,6.8,6.8
Eight Days,(1946),141 min,6.5,8.0,"['Comedy', ' Drama']",2,6.5,
Eik Dasttak,(2007),,5.0,8.0,"['Crime', ' Drama']",2,6.166666666666667,5.158333333333334
Ek Aadat,(2010),,3.5,8.0,"['Comedy', ' Crime', ' Drama']",3,3.533333333333333,
Ek Aasha,(2018),123 min,7.8,10.0,['Drama'],1,7.8,7.8
Ek Aasman Kai Dishayen,(1987),,6.6,16.0,['Action'],1,6.6,
Ek Adhuri Kahani,(1972),115 min,7.7,10.0,['Drama'],1,7.222222222222222,
Ek Ajnabee,(2005),142 min,5.2,1601.0,"['Action', ' Crime', ' Drama']",3,4.4399999999999995,
Ek Ajooba,(2000),71 min,5.7,16.0,['Family'],1,5.7,
Ek Alag Mausam,(2003),120 min,6.7,46.0,['Drama'],1,6.7,
Ek Anari Do Khiladi,(1996),,4.5,11.0,"['Action', ' Romance', ' Drama']",3,4.95,
Ek Aur Ek Gyarah,(1981),153 min,6.3,47.0,"['Action', ' Thriller']",2,5.85,
Ek Aur Jung,(2001),,5.2,8.0,['Action'],1,4.7,
Ek Aur Sikander,(1986),139 min,6.6,18.0,"['Action', ' Drama']",2,6.6,
Ek Aur Visphot,(2002),,3.5,6.0,['Crime'],1,3.5,
Ek Baap Chhe Bete,(1978),132 min,5.5,8.0,"['Comedy', ' Drama']",2,6.257142857142857,
Ek Baar Chale Aao,(1983),137 min,6.7,13.0,['Drama'],1,5.75,
Ek Baar Kaho,(1980),142 min,7.0,41.0,"['Drama', ' Family', ' Romance']",3,6.43076923076923,
Ek Baar Phir (Once Again),(1980),147 min,6.3,30.0,['Drama'],1,5.533333333333333,
Ek Bar Mooskura Do,(1972),,6.1,19.0,"['Drama', ' Family']",2,6.720000000000001,
Ek Battey Do,(2020),100 min,8.5,6.0,['Drama'],1,5.54,
Ek Bechara,(1972),109 min,4.7,17.0,"['Action', ' Drama']",2,6.0,
Ek Chadar Maili Si,(1986),133 min,7.1,124.0,['Drama'],1,4.925,
Ek Chalis Ki Last Local,(2007),143 min,7.3,4874.0,"['Adventure', ' Comedy', ' Crime']",3,5.75,
Ek Chhotisi Love Story,(2002),122 min,2.9,554.0,['Drama'],1,5.544444444444444,4.198
Ek Chitthi Pyar Bhari,(1985),139 min,6.6,14.0,['Drama'],1,6.155555555555555,
Ek Chor Ek Hasina,(1987),,5.3,10.0,['Drama'],1,5.574193548387097,
Ek Daku Saher Mein,(1985),133 min,3.8,5.0,['Action'],1,5.86,
Ek Dil Sau Afsane,(1963),146 min,6.4,52.0,"['Comedy', ' Drama', ' Romance']",3,6.540000000000001,
Ek Din 24 Ghante,(2003),95 min,3.9,78.0,['Thriller'],1,4.75,
Ek Din Achanak,(1989),105 min,7.1,257.0,['Drama'],1,7.222222222222222,
Ek Din Bahu Ka,(1983),,5.4,11.0,['Drama'],1,5.2,
Ek Din Ka Sultan,(1945),,3.8,5.0,"['Drama', ' History']",2,6.590000000000001,
Ek Din... Achanak,(2011),,4.9,17.0,"['Drama', ' Thriller']",2,4.633333333333334,
Ek Do Teen Chaar,(1980),,6.2,21.0,['Action'],1,7.09375,
Ek Doctor Ki Maut,(1990),122 min,8.3,1330.0,"['Biography', ' Drama']",2,7.279999999999999,
Ek Duuje Ke Liye,(1981),167 min,7.5,1081.0,"['Drama', ' Musical', ' Romance']",3,7.1375,
Ek Gaon Ki Kahani,(1957),137 min,6.4,14.0,['Drama'],1,6.593333333333334,
Ek Ghar,(1991),100 min,7.2,78.0,['Drama'],1,7.2,
Ek Ghat Ki Kahani,(1987),,6.9,8.0,['Documentary'],1,7.1375,
Ek Gunah Aur Sahi,(1980),,4.6,8.0,"['Action', ' Crime', ' Thriller']",3,4.6,
Ek Haseena Thi Ek Deewana Tha,(2017),105 min,2.5,104.0,['Drama'],1,4.122222222222223,2.5
Ek Hasina Do Diwane,(1972),140 min,5.4,18.0,"['Comedy', ' Drama', ' Romance']",3,6.0,
Ek Hasina Thi,(2004),120 min,7.5,6992.0,"['Crime', ' Drama', ' Mystery']",3,7.220000000000001,
Ek Hi Bhool,(1981),144 min,5.8,136.0,"['Drama', ' Family', ' Romance']",3,5.379411764705883,
Ek Hi Maqsad,(1988),,4.9,16.0,"['Action', ' Drama', ' Thriller']",3,5.9,
Ek Hi Raasta,(1977),,6.2,25.0,['Drama'],1,6.458823529411765,
Ek Hi Raasta,(1993),130 min,3.4,186.0,['Action'],1,4.747058823529412,
Ek Hindustani,(2003),,5.8,39.0,['Action'],1,5.82,
Ek Hota Vidushak,(1992),145 min,7.0,106.0,"['Comedy', ' Drama']",2,6.6000000000000005,
Ek Jaan Hain Hum,(1983),151 min,6.5,51.0,"['Family', ' Romance']",2,6.0,
Ek Jhalak,(1957),,7.4,5.0,"['Drama', ' Family']",2,5.86,
Ek Jugnu,(1982),,3.4,12.0,['Action'],1,5.885714285714286,
Ek Kali Muskai,(1968),120 min,6.3,10.0,"['Drama', ' Family', ' Romance']",3,5.6000000000000005,
Ek Ke Baad Ek,(1960),,6.5,20.0,"['Drama', ' Family']",2,6.6,
Ek Khiladi Ek Haseena,(2005),143 min,5.7,595.0,"['Comedy', ' Crime', ' Thriller']",3,4.833333333333333,
Ek Khilari Bawan Pattey,(1972),,6.3,7.0,"['Action', ' Musical']",2,6.3,
Ek Krantiveer: Vasudev Balwant Phadke,(2007),126 min,6.5,43.0,"['Action', ' History']",2,6.720000000000001,
Ek Kunwari Ek Kunwara,(1973),,6.1,14.0,"['Adventure', ' Drama', ' Musical']",3,5.945454545454546,
Ek Ladka Ek Ladki,(1992),162 min,5.7,1073.0,"['Comedy', ' Romance']",2,6.155555555555555,
Ek Ladki Ko Dekha Toh Aisa Laga,(2019),120 min,5.5,3934.0,"['Comedy', ' Drama', ' Romance']",3,5.5,
Ek Lootera,(2001),,6.1,9.0,['Action'],1,5.199999999999999,
Ek Mahal Ho Sapno Ka,(1975),,7.0,65.0,"['Drama', ' Family']",2,6.55,
Ek Main Aur Ek Tu,(1986),138 min,6.9,17.0,['Romance'],1,6.488888888888889,
Ek Main Aur Ekk Tu,(2012),110 min,5.7,6485.0,"['Comedy', ' Drama', ' Romance']",3,5.833333333333333,
Ek Musafir Ek Hasina,(1962),,6.7,49.0,"['Action', ' Comedy', ' Mystery']",3,6.446153846153846,
Ek Mutthi Aasmaan,(1973),,6.7,12.0,"['Drama', ' Family']",2,5.766666666666667,
Ek Nai Paheli,(1984),,6.7,55.0,['Drama'],1,7.1375,
Ek Nanhi Munni Ladki Thi,(1970),136 min,6.1,10.0,['Drama'],1,6.366666666666667,
Ek Nari Do Roop,(1973),,5.7,7.0,"['Drama', ' Mystery']",2,6.1,
Ek Nari Ek Brahmachari,(1971),,6.3,27.0,"['Comedy', ' Drama']",2,6.3500000000000005,
Ek Naya Itihas,(1984),,8.6,9.0,['Drama'],1,8.6,
Ek Naya Rishta,(1988),,6.7,20.0,['Family'],1,5.533333333333333,
Ek Nazar,(1972),,6.0,95.0,"['Drama', ' Romance']",2,5.976190476190476,
Ek Number Ka Chor,(1990),180 min,4.0,7.0,"['Action', ' Crime', ' Drama']",3,4.0,
Ek Paheli,(1971),131 min,6.8,63.0,"['Drama', ' Horror', ' Mystery']",3,6.038461538461538,
Ek Paheli Leela,(2015),145 min,3.7,1700.0,"['Mystery', ' Romance', ' Thriller']",3,3.7,
Ek Pal,(1986),135 min,6.9,43.0,['Drama'],1,5.8,
Ek Phool Char Kante,(1960),136 min,6.8,46.0,"['Comedy', ' Drama', ' Romance']",3,6.564285714285715,
Ek Phool Do Mali,(1969),150 min,6.6,207.0,"['Drama', ' Family', ' Musical']",3,6.55,
Ek Phool Ek Bhool,(1968),,6.2,6.0,"['Drama', ' Romance']",2,6.131578947368421,
Ek Phool Teen Kante,(1997),,5.9,16.0,['Comedy'],1,5.800000000000001,
Ek Raat,(1968),155 min,5.8,6.0,"['Action', ' Crime', ' Drama']",3,5.8,
Ek Raat Shaitan Ke Saath,(2004),,2.7,15.0,['Horror'],1,4.333333333333333,
Ek Raaz,(1963),132 min,6.8,30.0,['Comedy'],1,6.643589743589744,
Ek Rani Aisi Bhi Thi,(2013),,6.1,8.0,"['Biography', ' History']",2,6.1,
Ek Saal,(1957),134 min,7.3,37.0,"['Drama', ' Family', ' Romance']",3,6.55,
Ek Sainik - The Tale of a warrior,(2020),45 min,8.2,17.0,"['Action', ' Drama']",2,8.2,8.2
Ek Sapera Ek Lutera,(1965),125 min,4.9,22.0,"['Action', ' Comedy', ' Musical']",3,6.038461538461538,
Ek Saudagar,(1985),,5.1,9.0,['Drama'],1,4.8,
Ek Se Badhkar Ek,(1976),158 min,7.0,44.0,"['Action', ' Comedy', ' Crime']",3,6.483333333333333,
Ek Se Badhkar Ek,(2004),146 min,4.4,155.0,"['Comedy', ' Thriller']",2,5.485714285714286,
Ek Se Bhale Do,(1985),,5.9,22.0,"['Action', ' Comedy', ' Drama']",3,5.6000000000000005,
Ek Se Bure Do,(2009),180 min,4.3,62.0,"['Action', ' Comedy', ' Crime']",3,5.1,
Ek Se Mera Kya Hoga,(2006),,4.5,15.0,['Romance'],1,4.5,
Ek Second... Jo Zindagi Badal De...,(2010),,3.2,47.0,"['Drama', ' Romance', ' Thriller']",3,4.79,
Ek Shola,(1956),,4.4,9.0,"['Comedy', ' Drama', ' Romance']",3,4.4,
Ek Shriman Ek Shrimati,(1969),140 min,6.6,47.0,"['Drama', ' Romance']",2,6.564285714285715,
Ek Sthree,(2000),115 min,5.7,15.0,['Drama'],1,3.9333333333333336,5.616666666666667
Ek tha Bhujang,(2015),73 min,6.9,8.0,['Drama'],1,6.9,6.900000000000001
Ek Tha Hero,(2018),120 min,4.0,5.0,"['Drama', ' Family']",2,4.0,
Ek Tha Raja,(1996),150 min,3.9,115.0,"['Action', ' Thriller']",2,5.32,
Ek Tha Tiger,(2012),132 min,5.5,31627.0,"['Action', ' Romance', ' Thriller']",3,6.133333333333333,
Ek Thi Daayan,(2013),135 min,5.7,4006.0,"['Horror', ' Romance', ' Thriller']",3,5.7,
Ek Thi Larki,(1949),164 min,6.9,18.0,['Drama'],1,6.566666666666666,
Ek Tho Chance,(2009),120 min,4.4,15.0,['Drama'],1,6.75,
Ek Vivaah... Aisa Bhi,(2008),132 min,5.2,448.0,"['Drama', ' Romance']",2,5.7,
Ek: The Power of One,(2009),140 min,4.7,327.0,"['Action', ' Drama', ' Thriller']",3,4.6,
Ek-Hi-Rasta,(1956),151 min,6.9,52.0,['Drama'],1,6.929411764705883,
Ekk Deewana Tha,(2012),136 min,5.9,2973.0,"['Drama', ' Romance']",2,6.75,
Ekka Raja Rani,(1994),,4.8,76.0,"['Action', ' Comedy', ' Drama']",3,4.8,
Ekkees Tareekh Shubh Muhurat,(2018),97 min,5.7,394.0,['Drama'],1,5.7,
Ekkees Toppon Ki Salaami,(2014),140 min,6.0,502.0,['Comedy'],1,6.0,
Eklavya: The Royal Guard,(2007),105 min,6.1,3191.0,"['Action', ' Drama', ' Mystery']",3,6.575,
Ekram,(2019),94 min,5.8,21.0,['Drama'],1,5.8,
Ekta,(2019),99 min,8.0,36.0,"['Horror', ' Mystery', ' Thriller']",3,8.0,
Elaan,(1994),146 min,5.3,854.0,"['Action', ' Crime', ' Thriller']",3,4.792307692307692,
Elaan,(1971),144 min,6.0,49.0,"['Action', ' Drama', ' Musical']",3,6.0,
Elaan,(2005),159 min,4.4,698.0,"['Action', ' Thriller']",2,4.833333333333333,
Elan,(1947),133 min,6.2,12.0,['Drama'],1,6.786666666666666,
Eli Eli Lama Sabachthani?,(2017),,6.7,18.0,['Crime'],1,6.7,6.608333333333333
EMI: Liya Hai To Chukana Padega,(2008),180 min,4.2,582.0,"['Comedy', ' Crime', ' Drama']",3,4.2,
Enakkul Oruvan,(1984),149 min,6.5,126.0,"['Action', ' Drama']",2,5.885714285714286,
Encounter Dayanayak,(2005),145 min,5.7,40.0,"['Action', ' Crime', ' Drama']",3,6.366666666666667,5.7
Encounter: The Killing,(2002),150 min,6.1,147.0,"['Crime', ' Drama']",2,5.75,
Enemmy,(2013),,4.9,225.0,"['Action', ' Crime', ' Drama']",3,4.3,
English ki taay taay fisss,(2020),137 min,6.1,11.0,"['Comedy', ' Romance']",2,6.1,
English Vinglish,(2012),134 min,7.8,34289.0,"['Comedy', ' Drama', ' Family']",3,7.65,
Ennavo Nadikkaradhu,(1991),,3.6,9.0,['Unknown'],1,3.6500000000000004,
Escape from Taliban,(2003),133 min,4.3,164.0,"['Adventure', ' Drama', ' Thriller']",3,4.199999999999999,
Espousal,(1974),,6.1,15.0,"['Action', ' Drama']",2,5.666666666666667,
Ethirum Puthirum,(2001),,5.1,20.0,['Action'],1,5.1,
Evadithe Nakenti,(2007),170 min,6.2,58.0,"['Action', ' Crime', ' Drama']",3,6.2,
Evening Shadows,(2018),102 min,7.1,472.0,['Drama'],1,6.55,
Everybody Says I'm Fine!,(2001),103 min,5.9,323.0,"['Drama', ' Fantasy', ' Romance']",3,6.85,
Evil Eye,(2020),90 min,4.7,2958.0,"['Horror', ' Mystery', ' Thriller']",3,4.7,4.7
Extra Or Extraordinary,(2015),,7.3,7.0,['Drama'],1,6.75,7.3
Extraordinaari,(2015),144 min,3.4,9.0,"['Drama', ' Family', ' Fantasy']",3,3.4,
F. M. (Fun Aur Masti),(2007),,8.1,41.0,['Comedy'],1,8.1,
F.A.L.T.U,(2011),120 min,4.6,2963.0,"['Comedy', ' Drama']",2,4.133333333333334,
Faasle,(1985),146 min,4.5,64.0,"['Drama', ' Romance']",2,6.972727272727273,
Facebook Wala Pyar,(2019),114 min,5.3,27.0,"['Drama', ' Romance']",2,5.3,
Faisla,(1988),,5.8,11.0,"['Action', ' Crime', ' Mystery']",3,6.155555555555555,
Faisla Main Karungi,(1995),,3.6,8.0,['Action'],1,5.526666666666667,
Faith Connections,(2013),115 min,7.3,158.0,"['Documentary', ' Biography', ' Drama']",3,7.225,7.3
Fakira,(1976),139 min,6.5,96.0,"['Action', ' Drama', ' Thriller']",3,5.357142857142857,
Falak (The Sky),(1988),166 min,6.0,45.0,"['Action', ' Crime', ' Drama']",3,5.544444444444444,
Falsafa,(2019),135 min,7.1,16.0,"['Action', ' Drama', ' Thriller']",3,7.1,6.6499999999999995
Family of Thakurganj,(2019),127 min,8.4,427.0,"['Action', ' Drama']",2,6.9,
Family: Ties of Blood,(2006),150 min,5.6,1866.0,"['Action', ' Crime', ' Drama']",3,6.771428571428571,
Famous Pandey,(2017),104 min,4.9,8.0,['Drama'],1,4.9,
Fan,(2016),142 min,7.0,43273.0,"['Action', ' Drama', ' Thriller']",3,6.55,
Fanaa,(2006),168 min,7.2,31437.0,"['Action', ' Drama', ' Romance']",3,5.283333333333333,
Faraar,(1975),136 min,6.9,314.0,"['Action', ' Crime', ' Drama']",3,6.925,
Faraar,(1965),137 min,6.1,8.0,"['Mystery', ' Thriller']",2,6.199999999999999,
Faraib,(1983),131 min,4.5,14.0,"['Action', ' Thriller']",2,5.857142857142857,
Fareb,(1996),147 min,4.7,128.0,"['Action', ' Crime', ' Drama']",3,4.833333333333333,4.3999999999999995
Fareb,(2005),129 min,4.1,174.0,"['Drama', ' Thriller']",2,4.3,
Farishta,(1958),,7.4,5.0,"['Crime', ' Drama', ' Family']",3,6.183333333333334,
Farishta,(1968),,6.6,7.0,['Fantasy'],1,6.131578947368421,
Farishta Ya Qatil,(1977),126 min,5.1,14.0,"['Action', ' Drama']",2,6.0,
Farishtay,(1991),,4.8,243.0,"['Action', ' Comedy', ' Drama']",3,5.526666666666667,
Farz,(1967),170 min,6.2,100.0,"['Action', ' Crime', ' Thriller']",3,5.765217391304348,
Farz,(2001),,4.3,417.0,"['Action', ' Thriller']",2,4.89375,
Farz Aur Kanoon,(1982),,5.5,20.0,"['Action', ' Drama']",2,5.574193548387097,
Farz Ki Jung,(1989),139 min,4.3,37.0,['Drama'],1,4.433333333333334,
Fashion,(1957),148 min,8.0,9.0,"['Drama', ' Family']",2,6.863636363636363,
Fashion,(2008),167 min,6.9,11918.0,"['Drama', ' Romance']",2,6.028571428571429,
Fashionable Wife,(1959),,5.4,5.0,"['Drama', ' Family']",2,5.375,
Fast Forward,(2009),57 min,5.6,46.0,"['Action', ' Drama', ' Musical']",3,5.6,
Fastey Fasaatey,(2019),119 min,4.6,119.0,"['Drama', ' Romance']",2,4.6,
Fate,(1933),68 min,6.2,12.0,"['Drama', ' Romance']",2,6.2,
Fate,(1943),113 min,6.6,14.0,['Drama'],1,6.786666666666666,
Fateh,(1991),,5.2,55.0,['Action'],1,4.966666666666667,
Fatso!,(2012),98 min,5.7,432.0,"['Comedy', ' Fantasy', ' Romance']",3,6.95,
Fauj Mein Mauj,(2010),,4.2,16.0,['Comedy'],1,4.2,
Fauji,(1995),,4.5,13.0,"['Action', ' Crime', ' Drama']",3,4.570588235294117,
Fauji Calling,(2021),134 min,5.4,77.0,['Drama'],1,5.4,
Faulad,(1963),145 min,6.2,19.0,"['Action', ' Adventure', ' Drama']",3,6.075,
Fear,(2007),,3.7,125.0,['Horror'],1,4.833333333333333,4.25
Fearless: The Hunterwali Story,(1994),62 min,7.6,7.0,['Documentary'],1,7.0,
Feast of Varanasi,(2016),97 min,5.5,27.0,"['Crime', ' Drama', ' Thriller']",3,5.5,
Ferrari Ki Sawaari,(2012),140 min,6.4,5138.0,"['Comedy', ' Drama', ' Family']",3,6.4,
'Ferry',(1954),128 min,5.8,28.0,"['Drama', ' Family']",2,7.140000000000001,
Fever,(2016),123 min,4.7,645.0,"['Crime', ' Mystery']",2,5.300000000000001,
Fida,(2004),122 min,5.5,2470.0,"['Action', ' Crime', ' Drama']",3,5.3999999999999995,
Fiffty Fiffty,(1981),136 min,6.1,41.0,"['Action', ' Comedy', ' Musical']",3,4.85,
Fight Club: Members Only,(2006),140 min,3.3,1403.0,"['Action', ' Crime']",2,5.25,
Filhaal...,(2002),151 min,5.5,243.0,"['Drama', ' Romance']",2,6.266666666666666,
Film Hi Film,(1983),133 min,5.8,23.0,"['Comedy', ' Drama', ' Music']",3,6.1625,
Film Star,(2005),145 min,5.1,62.0,['Drama'],1,5.8,
Filmistaan,(2012),117 min,7.3,3371.0,['Comedy'],1,7.140000000000001,
Filter Coffee Liquor Cha,(2019),80 min,6.9,9.0,['Drama'],1,6.9,6.766666666666667
Final Solution,(2004),218 min,8.5,369.0,['Documentary'],1,8.5,
Finding Fanny,(2014),102 min,5.7,6225.0,"['Adventure', ' Comedy', ' Drama']",3,6.433333333333334,
Firaaq,(2008),101 min,7.4,2081.0,"['Drama', ' History', ' Thriller']",3,7.4,
Firangi,(2017),158 min,4.4,1081.0,"['Comedy', ' Drama']",2,4.4,4.616666666666667
Fire,(1996),104 min,7.2,5773.0,"['Drama', ' Romance']",2,6.840000000000001,
Fire in the Blood,(2013),87 min,7.7,685.0,"['Documentary', ' History']",2,7.7,7.7
Fire in the Mountains,(2021),84 min,6.8,26.0,['Drama'],1,6.8,6.8
Fired,(2010),87 min,4.4,261.0,['Horror'],1,4.4,
Fireflies,(2013),100 min,6.2,95.0,"['Drama', ' Family']",2,6.2,
Fireflies in the Abyss,(2015),88 min,7.0,71.0,"['Documentary', ' Drama']",2,7.0,7.0
First Love Letter,(1991),165 min,4.8,47.0,['Romance'],1,4.8,
First Rank,(1990),150 min,5.3,1110.0,"['Action', ' Drama', ' Sport']",3,5.610526315789474,
Fitoor,(2016),131 min,5.4,4526.0,"['Drama', ' Romance']",2,6.44,
Fiza,(2000),170 min,6.1,3894.0,"['Action', ' Crime', ' Drama']",3,5.333333333333333,
Flame: An Untold Love Story,(2014),97 min,6.0,11.0,['Drama'],1,4.142857142857143,
Flat 211,(2017),105 min,5.1,83.0,"['Crime', ' Mystery', ' Thriller']",3,5.1,5.1
Flight,(2021),116 min,8.3,359.0,"['Action', ' Thriller']",2,8.3,8.3
Flying Colors,(2016),84 min,6.0,13.0,['Drama'],1,6.0,
Flying Lessons,(2007),106 min,6.3,365.0,['Drama'],1,6.3,6.3
Flying on One Engine,(2008),51 min,7.9,25.0,"['Documentary', ' Drama']",2,7.9,
Fool N Final,(2007),144 min,3.4,1906.0,"['Action', ' Comedy', ' Crime']",3,3.675,
Foot Path,(1953),148 min,7.5,57.0,"['Comedy', ' Crime', ' Drama']",3,6.366666666666667,
Footfairy,(2020),115 min,5.0,287.0,"['Crime', ' Thriller']",2,5.0,
Footpath,(2003),164 min,5.3,824.0,"['Action', ' Crime', ' Drama']",3,4.833333333333333,
Force,(2011),137 min,6.5,7301.0,"['Action', ' Crime', ' Drama']",3,7.359999999999999,
Force 2,(2016),127 min,6.2,5048.0,"['Action', ' Adventure', ' Thriller']",3,6.42,
Foresting Life,(2013),69 min,9.0,6.0,"['Documentary', ' Biography', ' Family']",3,9.0,
Forty Days,(1959),,6.1,9.0,['Action'],1,6.133333333333333,
Foto,(2007),86 min,6.4,23.0,['Comedy'],1,6.666666666666667,
Four Faces of India,(1959),160 min,7.5,57.0,['Drama'],1,6.371428571428572,
Four Pillars of Basement,(2015),134 min,4.6,19.0,"['Action', ' Mystery', ' Thriller']",3,4.6,
Four Two Ka One,(2012),112 min,4.7,52.0,['Comedy'],1,4.05,
Fox,(2009),145 min,5.2,553.0,"['Crime', ' Drama', ' Mystery']",3,4.3,
Fraud Saiyaan,(2019),109 min,4.3,677.0,"['Comedy', ' Drama']",2,5.825,
Freaky Ali,(2016),120 min,4.9,2642.0,"['Comedy', ' Sport']",2,4.933333333333334,
Fredrick,(2016),129 min,4.9,19.0,"['Action', ' Thriller']",2,4.9,
Free Entry,(2006),,5.0,53.0,"['Drama', ' Romance']",2,4.997368421052632,
Freedom,(2014),,2.9,14.0,['Thriller'],1,5.1375,
Friends In Law,(2018),85 min,6.8,48.0,['Comedy'],1,5.6,6.8
Friendship,(1980),152 min,6.6,927.0,"['Action', ' Crime', ' Drama']",3,6.446153846153846,
Friendship,(2008),145 min,6.5,14142.0,"['Comedy', ' Drama', ' Romance']",3,5.0,
From Sydney with Love,(2012),,6.2,69.0,"['Comedy', ' Romance']",2,6.2,
Frozen,(2007),109 min,7.1,191.0,['Drama'],1,6.949999999999999,
Fruit & Nut,(2009),90 min,2.8,71.0,"['Comedy', ' Crime', ' Drama']",3,2.8,
FryDay,(2018),114 min,5.2,783.0,"['Comedy', ' Drama']",2,4.85,
Fuddu,(2016),100 min,5.4,155.0,"['Comedy', ' Drama']",2,5.4,
Fugly,(2014),134 min,4.7,1008.0,"['Drama', ' Thriller']",2,4.766666666666667,
Fukrey,(2013),139 min,6.9,10762.0,"['Comedy', ' Drama', ' Romance']",3,5.866666666666667,
Fukrey Boyzzz: Space Mein Fukrapanti,(2020),74 min,8.3,6.0,"['Animation', ' Comedy', ' Family']",3,8.3,7.916666666666667
Fukrey Returns,(2017),141 min,6.5,4890.0,['Comedy'],1,5.866666666666667,
Full Moon,(1960),169 min,7.2,476.0,"['Drama', ' Musical', ' Romance']",3,6.1692307692307695,
Fun: Can Be Dangerous Sometimes,(2005),138 min,3.1,72.0,['Thriller'],1,3.1,
Funtoosh,(1956),,7.3,74.0,"['Comedy', ' Drama']",2,7.0,
Future to Bright Hai Ji,(2012),180 min,6.2,97.0,['Drama'],1,6.333333333333333,
G Kutta Se,(2017),104 min,8.3,47.0,['Drama'],1,8.3,8.000000000000002
Gaai Aur Gori,(1973),148 min,6.0,17.0,"['Drama', ' Family']",2,6.05,
Gaban,(1966),169 min,5.8,50.0,"['Crime', ' Drama', ' Romance']",3,5.666666666666667,
Gabbar is Back,(2015),128 min,7.1,23209.0,"['Action', ' Comedy', ' Crime']",3,6.366666666666667,
Gabbar Singh,(2007),111 min,4.8,9.0,['Action'],1,4.997368421052632,
Gadar: Ek Prem Katha,(2001),170 min,7.2,10264.0,"['Action', ' Drama', ' Romance']",3,5.526666666666667,
Gaddaar,(1973),,7.6,60.0,['Crime'],1,5.537931034482758,
