Unnamed: 0,survived,pclass,sex,age,sibsp,parch,fare,embarked,title,cabin_deck,family_size,name_length,is_alone,fare_per_person,class_fare,fare_log,age_child,age_teen,age_young,age_adult,age_senior,is_child_female
218,1,1,0,32.0,0,0,76.2917,0,1,D,1,21,1,76.2917,76.2917,4.347586575960343,False,False,True,False,False,0
219,0,2,1,30.0,0,0,10.5,2,2,U,1,18,1,10.5,21.0,2.4423470353692043,False,False,True,False,False,0
220,1,3,1,16.0,0,0,8.05,2,2,U,1,30,1,8.05,24.150000000000002,2.2027647577118348,False,True,False,False,False,0
221,0,2,1,27.0,0,0,13.0,2,2,U,1,20,1,13.0,26.0,2.6390573296152584,False,False,True,False,False,0
222,0,3,1,51.0,0,0,8.05,2,2,U,1,23,1,8.05,24.150000000000002,2.2027647577118348,False,False,False,True,False,0
223,0,3,1,30.0,0,0,7.8958,2,2,U,1,20,1,7.8958,23.6874,2.1855792552411137,False,False,True,False,False,0
224,1,1,1,38.0,1,0,90.0,2,2,C,2,28,0,45.0,90.0,4.51085950651685,False,False,False,True,False,0
225,0,3,1,22.0,0,0,9.35,2,2,U,1,28,1,9.35,28.049999999999997,2.336986519711378,False,False,True,False,False,0
226,1,2,1,19.0,0,0,10.5,2,2,U,1,25,1,10.5,21.0,2.4423470353692043,False,False,True,False,False,0
227,0,3,1,20.5,0,0,7.25,2,2,U,1,31,1,7.25,21.75,2.1102132003465894,False,False,True,False,False,0
228,0,2,1,18.0,0,0,13.0,2,2,U,1,25,1,13.0,26.0,2.6390573296152584,False,True,False,False,False,0
229,0,3,0,21.0,3,1,25.4667,2,1,U,5,23,0,5.0933399999999995,76.4001,3.275887339030031,False,False,True,False,False,0
230,1,1,0,35.0,1,0,83.475,2,3,C,2,44,0,41.7375,83.475,4.436455632600354,False,False,True,False,False,0
231,0,3,1,29.0,0,0,7.775,2,2,U,1,24,1,7.775,23.325000000000003,2.1719067693519296,False,False,True,False,False,0
232,0,2,1,59.0,0,0,13.5,2,2,U,1,25,1,13.5,27.0,2.6741486494265287,False,False,False,True,False,0
233,1,3,0,5.0,4,2,31.3875,2,1,U,7,30,0,4.483928571428572,94.1625,3.4777725458882283,True,False,False,False,False,1
234,0,2,1,24.0,0,0,10.5,2,2,U,1,33,1,10.5,21.0,2.4423470353692043,False,False,True,False,False,0
235,0,3,0,21.0,0,0,7.55,2,1,U,1,28,1,7.55,22.65,2.145931282948669,False,False,True,False,False,0
236,0,2,1,44.0,1,0,26.0,2,2,U,2,17,0,13.0,52.0,3.295836866004329,False,False,False,True,False,0
237,1,2,0,8.0,0,2,26.25,2,1,U,3,32,0,8.75,52.5,3.305053521109253,True,False,False,False,False,1
238,0,2,1,19.0,0,0,10.5,2,2,U,1,31,1,10.5,21.0,2.4423470353692043,False,False,True,False,False,0
239,0,2,1,33.0,0,0,12.275,2,2,U,1,22,1,12.275,24.55,2.5858825671280026,False,False,True,False,False,0
240,0,3,0,21.0,1,0,14.4542,0,1,U,2,21,0,7.2271,43.3626,2.737880811060884,False,False,True,False,False,0
241,1,3,0,21.0,1,0,15.5,1,1,U,2,30,0,7.75,46.5,2.803360380906535,False,False,True,False,False,0
242,0,2,1,29.0,0,0,10.5,2,2,U,1,31,1,10.5,21.0,2.4423470353692043,False,False,True,False,False,0
243,0,3,1,22.0,0,0,7.125,2,2,U,1,29,1,7.125,21.375,2.094945728215801,False,False,True,False,False,0
244,0,3,1,30.0,0,0,7.225,0,2,U,1,20,1,7.225,21.674999999999997,2.1071782966514356,False,False,True,False,False,0
245,0,1,1,44.0,2,0,90.0,1,4,C,3,27,0,30.0,90.0,4.51085950651685,False,False,False,True,False,0
246,0,3,0,25.0,0,0,7.775,2,1,U,1,37,1,7.775,23.325000000000003,2.1719067693519296,False,False,True,False,False,0
247,1,2,0,24.0,0,2,14.5,2,3,U,3,31,0,4.833333333333333,29.0,2.740840023925201,False,False,True,False,False,0
248,1,1,1,37.0,1,1,52.5542,2,2,D,3,29,0,17.518066666666666,52.5542,3.9806942251907276,False,False,False,True,False,0
249,0,2,1,54.0,1,0,26.0,2,4,U,2,29,0,13.0,52.0,3.295836866004329,False,False,False,True,False,0
250,0,3,1,30.0,0,0,7.25,2,2,U,1,22,1,7.25,21.75,2.1102132003465894,False,False,True,False,False,0
251,0,3,0,29.0,1,1,10.4625,2,3,G,3,42,0,3.4875000000000003,31.387500000000003,2.4390808375825834,False,False,True,False,False,0
252,0,1,1,62.0,0,0,26.55,2,2,C,1,25,1,26.55,26.55,3.3160025355989236,False,False,False,False,True,0
253,0,3,1,30.0,1,0,16.1,2,2,U,2,24,0,8.05,48.300000000000004,2.8390784635086144,False,False,True,False,False,0
254,0,3,0,41.0,0,2,20.2125,2,3,U,3,40,0,6.7375,60.637499999999996,3.0545906305603445,False,False,False,True,False,0
255,1,3,0,29.0,0,2,15.2458,0,3,U,3,39,0,5.081933333333333,45.737399999999994,2.7878344138303452,False,False,True,False,False,0
256,1,1,0,35.0,0,0,79.2,0,3,U,1,30,1,79.2,79.2,4.384523514872469,False,False,True,False,False,0
257,1,1,0,30.0,0,0,86.5,2,1,B,1,20,1,86.5,86.5,4.471638793363569,False,False,True,False,False,0
258,1,1,0,35.0,0,0,512.3292,0,1,U,1,16,1,512.3292,512.3292,6.240917354759096,False,False,True,False,False,0
259,1,2,0,50.0,0,1,26.0,2,3,U,2,27,0,13.0,52.0,3.295836866004329,False,False,False,True,False,0
260,0,3,1,30.0,0,0,7.75,1,2,U,1,17,1,7.75,23.25,2.169053700369523,False,False,True,False,False,0
261,1,3,1,3.0,4,2,31.3875,2,0,U,7,33,0,4.483928571428572,94.1625,3.4777725458882283,True,False,False,False,False,0
262,0,1,1,52.0,1,1,79.65,2,2,E,3,17,0,26.55,79.65,4.390118804571218,False,False,False,True,False,0
263,0,1,1,40.0,0,0,0.0,2,2,B,1,21,1,0.0,0.0,0.0,False,False,False,True,False,0
264,0,3,0,21.0,0,0,7.75,1,1,U,1,18,1,7.75,23.25,2.169053700369523,False,False,True,False,False,0
265,0,2,1,36.0,0,0,10.5,2,2,U,1,17,1,10.5,21.0,2.4423470353692043,False,False,False,True,False,0
266,0,3,1,16.0,4,1,39.6875,2,2,U,6,25,0,6.614583333333333,119.0625,3.705920919968788,False,True,False,False,False,0
267,1,3,1,25.0,1,0,7.775,2,2,U,2,24,0,3.8875,23.325000000000003,2.1719067693519296,False,False,True,False,False,0
268,1,1,0,58.0,0,1,153.4625,2,3,C,2,45,0,76.73125,153.4625,5.039951348430309,False,False,False,True,False,0
269,1,1,0,35.0,0,0,135.6333,2,1,C,1,22,1,135.6333,135.6333,4.91730069488021,False,False,True,False,False,0
270,0,1,1,30.0,0,0,31.0,2,2,U,1,21,1,31.0,31.0,3.4657359027997265,False,False,True,False,False,0
271,1,3,1,25.0,0,0,0.0,2,2,U,1,28,1,0.0,0.0,0.0,False,False,True,False,False,0
272,1,2,0,41.0,0,1,19.5,2,3,U,2,41,0,9.75,39.0,3.0204248861443626,False,False,False,True,False,0
273,0,1,1,37.0,0,1,29.7,0,2,C,2,21,0,14.85,29.7,3.4242626545931514,False,False,False,True,False,0
274,1,3,0,21.0,0,0,7.75,1,1,U,1,26,1,7.75,23.25,2.169053700369523,False,False,True,False,False,0
275,1,1,0,63.0,1,0,77.9583,2,1,D,2,33,0,38.97915,77.9583,4.368919865004903,False,False,False,False,True,0
276,0,3,0,45.0,0,0,7.75,2,1,U,1,33,1,7.75,23.25,2.169053700369523,False,False,False,True,False,0
277,0,2,1,30.0,0,0,0.0,2,2,U,1,27,1,0.0,0.0,0.0,False,False,True,False,False,0
278,0,3,1,7.0,4,1,29.125,1,0,U,6,18,0,4.854166666666667,87.375,3.405355391810819,True,False,False,False,False,0
279,1,3,0,35.0,1,1,20.25,2,3,U,3,32,0,6.75,60.75,3.056356895370426,False,False,True,False,False,0
280,0,3,1,65.0,0,0,7.75,1,2,U,1,16,1,7.75,23.25,2.169053700369523,False,False,False,False,True,0
281,0,3,1,28.0,0,0,7.8542,2,2,U,1,32,1,7.8542,23.5626,2.180891922715322,False,False,True,False,False,0
282,0,3,1,16.0,0,0,9.5,2,2,U,1,25,1,9.5,28.5,2.3513752571634776,False,True,False,False,False,0
283,1,3,1,19.0,0,0,8.05,2,2,U,1,26,1,8.05,24.150000000000002,2.2027647577118348,False,False,True,False,False,0
284,0,1,1,30.0,0,0,26.0,2,2,A,1,26,1,26.0,26.0,3.295836866004329,False,False,True,False,False,0
285,0,3,1,33.0,0,0,8.6625,0,2,U,1,19,1,8.6625,25.987499999999997,2.2682524139135403,False,False,True,False,False,0
286,1,3,1,30.0,0,0,9.5,2,2,U,1,23,1,9.5,28.5,2.3513752571634776,False,False,True,False,False,0
287,0,3,1,22.0,0,0,7.8958,2,2,U,1,20,1,7.8958,23.6874,2.1855792552411137,False,False,True,False,False,0
288,1,2,1,42.0,0,0,13.0,2,2,U,1,20,1,13.0,26.0,2.6390573296152584,False,False,False,True,False,0
289,1,3,0,22.0,0,0,7.75,1,1,U,1,20,1,7.75,23.25,2.169053700369523,False,False,True,False,False,0
290,1,1,0,26.0,0,0,78.85,2,1,U,1,28,1,78.85,78.85,4.380149874661021,False,False,True,False,False,0
291,1,1,0,19.0,1,0,91.0792,0,3,B,2,39,0,45.5396,91.0792,4.5226490762785785,False,False,True,False,False,0
292,0,2,1,36.0,0,0,12.875,0,2,D,1,22,1,12.875,25.75,2.630088659632498,False,False,False,True,False,0
293,0,3,0,24.0,0,0,8.85,2,1,U,1,19,1,8.85,26.549999999999997,2.2874714551839976,False,False,True,False,False,0
294,0,3,1,24.0,0,0,7.8958,2,2,U,1,16,1,7.8958,23.6874,2.1855792552411137,False,False,True,False,False,0
295,0,1,1,30.0,0,0,27.7208,0,2,U,1,17,1,27.7208,27.7208,3.357621598945279,False,False,True,False,False,0
296,0,3,1,23.5,0,0,7.2292,0,2,U,1,18,1,7.2292,21.6876,2.1076888046179385,False,False,True,False,False,0
297,0,1,0,2.0,1,2,151.55,2,1,C,4,28,0,37.8875,151.55,5.027492411162679,True,False,False,False,False,1
298,1,1,1,30.0,0,0,30.5,2,2,C,1,21,1,30.5,30.5,3.449987545831587,False,False,True,False,False,0
299,1,1,0,50.0,0,1,247.5208,0,3,B,2,47,0,123.7604,247.5208,5.515526544247129,False,False,False,True,False,0
300,1,3,0,21.0,0,0,7.75,1,1,U,1,40,1,7.75,23.25,2.169053700369523,False,False,True,False,False,0
301,1,3,1,30.0,2,0,23.25,1,2,U,3,18,0,7.75,69.75,3.188416617383492,False,False,True,False,False,0
302,0,3,1,19.0,0,0,0.0,2,2,U,1,31,1,0.0,0.0,0.0,False,False,True,False,False,0
303,1,2,0,21.0,0,0,12.35,1,1,E,1,19,1,12.35,24.7,2.5915163848462583,False,False,True,False,False,0
304,0,3,1,30.0,0,0,8.05,2,2,U,1,33,1,8.05,24.150000000000002,2.2027647577118348,False,False,True,False,False,0
305,1,1,1,0.92,1,2,151.55,2,0,C,4,30,0,37.8875,151.55,5.027492411162679,True,False,False,False,False,0
306,1,1,0,21.0,0,0,110.8833,0,1,U,1,23,1,110.8833,110.8833,4.717456363787216,False,False,True,False,False,0
307,1,1,0,17.0,1,0,108.9,0,3,C,2,82,0,54.45,108.9,4.699570861409576,False,True,False,False,False,0
308,0,2,1,30.0,1,0,24.0,0,2,U,2,19,0,12.0,48.0,3.2188758248682006,False,False,True,False,False,0
309,1,1,0,30.0,0,0,56.9292,0,1,E,1,30,1,56.9292,56.9292,4.0592215752427645,False,False,True,False,False,0
310,1,1,0,24.0,0,0,83.1583,0,1,C,1,30,1,83.1583,83.1583,4.432699549165613,False,False,True,False,False,0
311,1,1,0,18.0,2,2,262.375,0,1,B,5,26,0,52.475,262.375,5.5735788721243535,False,True,False,False,False,0
312,0,2,0,26.0,1,1,26.0,2,3,U,3,37,0,8.666666666666666,52.0,3.295836866004329,False,False,True,False,False,0
313,0,3,1,28.0,0,0,7.8958,2,2,U,1,22,1,7.8958,23.6874,2.1855792552411137,False,False,True,False,False,0
314,0,2,1,43.0,1,1,26.25,2,2,U,3,18,0,8.75,52.5,3.305053521109253,False,False,False,True,False,0
315,1,3,0,26.0,0,0,7.8542,2,1,U,1,31,1,7.8542,23.5626,2.180891922715322,False,False,True,False,False,0
316,1,2,0,24.0,1,0,26.0,2,3,U,2,35,0,13.0,52.0,3.295836866004329,False,False,True,False,False,0
317,0,2,1,54.0,0,0,14.0,2,4,U,1,20,1,14.0,28.0,2.70805020110221,False,False,False,True,False,0
318,1,1,0,31.0,0,2,164.8667,2,1,C,3,24,0,54.95556666666667,164.8667,5.11118445372147,False,False,True,False,False,0
319,1,1,0,40.0,1,1,134.5,0,3,E,3,56,0,44.833333333333336,134.5,4.908971640319756,False,False,False,True,False,0
320,0,3,1,22.0,0,0,7.25,2,2,U,1,18,1,7.25,21.75,2.1102132003465894,False,False,True,False,False,0
321,0,3,1,27.0,0,0,7.8958,2,2,U,1,16,1,7.8958,23.6874,2.1855792552411137,False,False,True,False,False,0
322,1,2,0,30.0,0,0,12.35,1,1,U,1,25,1,12.35,24.7,2.5915163848462583,False,False,True,False,False,0
323,1,2,0,22.0,1,1,29.0,2,3,U,3,51,0,9.666666666666666,58.0,3.4011973816621555,False,False,True,False,False,0
324,0,3,1,30.0,8,2,69.55,2,2,U,11,24,0,6.322727272727272,208.64999999999998,4.256321678298823,False,False,True,False,False,0
325,1,1,0,36.0,0,0,135.6333,0,1,C,1,24,1,135.6333,135.6333,4.91730069488021,False,False,False,True,False,0
326,0,3,1,61.0,0,0,6.2375,2,2,U,1,25,1,6.2375,18.7125,1.9792758428991135,False,False,False,False,True,0
327,1,2,0,36.0,0,0,13.0,2,3,D,1,23,1,13.0,26.0,2.6390573296152584,False,False,False,True,False,0
328,1,3,0,31.0,1,1,20.525,2,3,U,3,46,0,6.841666666666666,61.574999999999996,3.0692150503137943,False,False,True,False,False,0
329,1,1,0,16.0,0,1,57.9792,0,1,B,2,28,0,28.9896,57.9792,4.077184839375167,False,True,False,False,False,0
330,1,3,0,21.0,2,0,23.25,1,1,U,3,18,0,7.75,69.75,3.188416617383492,False,False,True,False,False,0
331,0,1,1,45.5,0,0,28.5,2,2,C,1,19,1,28.5,28.5,3.3843902633457743,False,False,False,True,False,0
332,0,1,1,38.0,0,1,153.4625,2,2,C,2,25,0,76.73125,153.4625,5.039951348430309,False,False,False,True,False,0
333,0,3,1,16.0,2,0,18.0,2,2,U,3,31,0,6.0,54.0,2.9444389791664403,False,True,False,False,False,0
334,1,1,0,35.0,1,0,133.65,2,3,U,2,50,0,66.825,133.65,4.902678819257608,False,False,True,False,False,0
335,0,3,1,30.0,0,0,7.8958,2,2,U,1,18,1,7.8958,23.6874,2.1855792552411137,False,False,True,False,False,0
336,0,1,1,29.0,1,0,66.6,2,2,C,2,25,0,33.3,66.6,4.213607983048918,False,False,True,False,False,0
337,1,1,0,41.0,0,0,134.5,0,1,E,1,31,1,134.5,134.5,4.908971640319756,False,False,False,True,False,0
338,1,3,1,45.0,0,0,8.05,2,2,U,1,21,1,8.05,24.150000000000002,2.2027647577118348,False,False,False,True,False,0
339,0,1,1,45.0,0,0,35.5,2,2,T,1,28,1,35.5,35.5,3.597312260588446,False,False,False,True,False,0
340,1,2,1,2.0,1,1,26.0,2,0,F,3,30,0,8.666666666666666,52.0,3.295836866004329,True,False,False,False,False,0
341,1,1,0,24.0,3,2,263.0,2,1,C,6,30,0,43.833333333333336,263.0,5.575949103146316,False,False,True,False,False,0
342,0,2,1,28.0,0,0,13.0,2,2,U,1,26,1,13.0,26.0,2.6390573296152584,False,False,True,False,False,0
343,0,2,1,25.0,0,0,13.0,2,2,U,1,42,1,13.0,26.0,2.6390573296152584,False,False,True,False,False,0
344,0,2,1,36.0,0,0,13.0,2,2,U,1,23,1,13.0,26.0,2.6390573296152584,False,False,False,True,False,0
345,1,2,0,24.0,0,0,13.0,2,1,F,1,29,1,13.0,26.0,2.6390573296152584,False,False,True,False,False,0
346,1,2,0,40.0,0,0,13.0,2,1,U,1,25,1,13.0,26.0,2.6390573296152584,False,False,False,True,False,0
347,1,3,0,35.0,1,0,16.1,2,3,U,2,41,0,8.05,48.300000000000004,2.8390784635086144,False,False,True,False,False,0
348,1,3,1,3.0,1,1,15.9,2,0,U,3,38,0,5.3,47.7,2.8273136219290276,True,False,False,False,False,0
349,0,3,1,42.0,0,0,8.6625,2,2,U,1,16,1,8.6625,25.987499999999997,2.2682524139135403,False,False,False,True,False,0
350,0,3,1,23.0,0,0,9.225,2,2,U,1,22,1,9.225,27.674999999999997,2.3248357019288655,False,False,True,False,False,0
351,0,1,1,30.0,0,0,35.0,2,2,C,1,38,1,35.0,35.0,3.58351893845611,False,False,True,False,False,0
352,0,3,1,15.0,1,1,7.2292,0,2,U,3,18,0,2.409733333333333,21.6876,2.1076888046179385,False,True,False,False,False,0
353,0,3,1,25.0,1,0,17.8,2,2,U,2,25,0,8.9,53.400000000000006,2.9338568698359038,False,False,True,False,False,0
354,0,3,1,30.0,0,0,7.225,0,2,U,1,17,1,7.225,21.674999999999997,2.1071782966514356,False,False,True,False,False,0
355,0,3,1,28.0,0,0,9.5,2,2,U,1,27,1,9.5,28.5,2.3513752571634776,False,False,True,False,False,0
356,1,1,0,22.0,0,1,55.0,2,1,E,2,27,0,27.5,55.0,4.02535169073515,False,False,True,False,False,0
357,0,2,0,38.0,0,0,13.0,2,1,U,1,25,1,13.0,26.0,2.6390573296152584,False,False,False,True,False,0
358,1,3,0,21.0,0,0,7.8792,1,1,U,1,20,1,7.8792,23.6376,2.1837114628556327,False,False,True,False,False,0
359,1,3,0,21.0,0,0,7.8792,1,1,U,1,33,1,7.8792,23.6376,2.1837114628556327,False,False,True,False,False,0
360,0,3,1,40.0,1,4,27.9,2,2,U,6,18,0,4.6499999999999995,83.69999999999999,3.3638415951183864,False,False,False,True,False,0
361,0,2,1,29.0,1,0,27.7208,0,2,U,2,25,0,13.8604,55.4416,3.357621598945279,False,False,True,False,False,0
362,0,3,0,45.0,0,1,14.4542,0,3,U,2,31,0,7.2271,43.3626,2.737880811060884,False,False,False,True,False,0
363,0,3,1,35.0,0,0,7.05,2,2,U,1,15,1,7.05,21.15,2.0856720914304723,False,False,True,False,False,0
364,0,3,1,30.0,1,0,15.5,1,2,U,2,19,0,7.75,46.5,2.803360380906535,False,False,True,False,False,0
365,0,3,1,30.0,0,0,7.25,2,2,U,1,30,1,7.25,21.75,2.1102132003465894,False,False,True,False,False,0
366,1,1,0,60.0,1,0,75.25,0,3,D,2,48,0,37.625,75.25,4.334017415487521,False,False,False,True,False,0
367,1,3,0,35.0,0,0,7.2292,0,3,U,1,30,1,7.2292,21.6876,2.1076888046179385,False,False,True,False,False,0
368,1,3,0,21.0,0,0,7.75,1,1,U,1,19,1,7.75,23.25,2.169053700369523,False,False,True,False,False,0
369,1,1,0,24.0,0,0,69.3,0,3,B,1,29,1,69.3,69.3,4.252771798816619,False,False,True,False,False,0
370,1,1,1,25.0,1,0,55.4417,0,2,E,2,27,0,27.72085,55.4417,4.0332082470129285,False,False,True,False,False,0
371,0,3,1,18.0,1,0,6.4958,2,2,U,2,25,0,3.2479,19.4874,2.0143428636837015,False,True,False,False,False,0
372,0,3,1,19.0,0,0,8.05,2,2,U,1,26,1,8.05,24.150000000000002,2.2027647577118348,False,False,True,False,False,0
373,0,1,1,22.0,0,0,135.6333,0,2,U,1,19,1,135.6333,135.6333,4.91730069488021,False,False,True,False,False,0
374,0,3,0,3.0,3,1,21.075,2,1,U,5,26,0,4.215,63.224999999999994,3.0944457464900235,True,False,False,False,False,1
375,1,1,0,35.0,1,0,82.1708,0,3,U,2,37,0,41.0854,82.1708,4.420896324687287,False,False,True,False,False,0
376,1,3,0,22.0,0,0,7.25,2,1,U,1,31,1,7.25,21.75,2.1102132003465894,False,False,True,False,False,0
377,0,1,1,27.0,0,2,211.5,0,2,C,3,25,0,70.5,211.5,5.358941988364472,False,False,True,False,False,0
378,0,3,1,20.0,0,0,4.0125,0,2,U,1,19,1,4.0125,12.037500000000001,1.6119347926326877,False,False,True,False,False,0
379,0,3,1,19.0,0,0,7.775,2,2,U,1,27,1,7.775,23.325000000000003,2.1719067693519296,False,False,True,False,False,0
380,1,1,0,42.0,0,0,227.525,0,1,U,1,21,1,227.525,227.525,5.4316456135398825,False,False,False,True,False,0
381,1,3,0,1.0,0,2,15.7417,0,1,U,3,27,0,5.247233333333333,47.2251,2.817902613071225,True,False,False,False,False,1
382,0,3,1,32.0,0,0,7.925,2,2,U,1,18,1,7.925,23.775,2.188856327665703,False,False,True,False,False,0
383,1,1,0,35.0,1,0,52.0,2,3,U,2,51,0,26.0,52.0,3.970291913552122,False,False,True,False,False,0
384,0,3,1,30.0,0,0,7.8958,2,2,U,1,22,1,7.8958,23.6874,2.1855792552411137,False,False,True,False,False,0
385,0,2,1,18.0,0,0,73.5,2,2,U,1,25,1,73.5,147.0,4.310799125385514,False,True,False,False,False,0
386,0,3,1,1.0,5,2,46.9,2,0,U,8,31,0,5.8625,140.7,3.8691155044168695,True,False,False,False,False,0
387,1,2,0,36.0,0,0,13.0,2,1,U,1,16,1,13.0,26.0,2.6390573296152584,False,False,False,True,False,0
388,0,3,1,30.0,0,0,7.7292,1,2,U,1,20,1,7.7292,23.1876,2.1666737276227077,False,False,True,False,False,0
389,1,2,0,17.0,0,0,12.0,0,1,U,1,21,1,12.0,24.0,2.5649493574615367,False,True,False,False,False,0
390,1,1,1,36.0,1,2,120.0,2,2,B,4,26,0,30.0,120.0,4.795790545596741,False,False,False,True,False,0
391,1,3,1,21.0,0,0,7.7958,2,2,U,1,22,1,7.7958,23.3874,2.174274334826008,False,False,True,False,False,0
392,0,3,1,28.0,2,0,7.925,2,2,U,3,28,0,2.6416666666666666,23.775,2.188856327665703,False,False,True,False,False,0
393,1,1,0,23.0,1,0,113.275,0,1,D,2,22,0,56.6375,113.275,4.738607824217808,False,False,True,False,False,0
394,1,3,0,24.0,0,2,16.7,2,3,G,3,51,0,5.566666666666666,50.099999999999994,2.8735646395797834,False,False,True,False,False,0
395,0,3,1,22.0,0,0,7.7958,2,2,U,1,19,1,7.7958,23.3874,2.174274334826008,False,False,True,False,False,0
396,0,3,0,31.0,0,0,7.8542,2,1,U,1,19,1,7.8542,23.5626,2.180891922715322,False,False,True,False,False,0
397,0,2,1,46.0,0,0,26.0,2,2,U,1,23,1,26.0,52.0,3.295836866004329,False,False,False,True,False,0
398,0,2,1,23.0,0,0,10.5,2,4,U,1,16,1,10.5,21.0,2.4423470353692043,False,False,True,False,False,0
399,1,2,0,28.0,0,0,12.65,2,3,U,1,32,1,12.65,25.3,2.613739521630969,False,False,True,False,False,0
400,1,3,1,39.0,0,0,7.925,2,2,U,1,18,1,7.925,23.775,2.188856327665703,False,False,False,True,False,0
401,0,3,1,26.0,0,0,8.05,2,2,U,1,15,1,8.05,24.150000000000002,2.2027647577118348,False,False,True,False,False,0
402,0,3,0,21.0,1,0,9.825,2,1,U,2,24,0,4.9125,29.474999999999998,2.3818582738885534,False,False,True,False,False,0
403,0,3,1,28.0,1,0,15.85,2,2,U,2,30,0,7.925,47.55,2.8243506567983707,False,False,True,False,False,0
404,0,3,0,20.0,0,0,8.6625,2,1,U,1,23,1,8.6625,25.987499999999997,2.2682524139135403,False,False,True,False,False,0
405,0,2,1,34.0,1,0,21.0,2,2,U,2,18,0,10.5,42.0,3.091042453358316,False,False,True,False,False,0
406,0,3,1,51.0,0,0,7.75,2,2,U,1,32,1,7.75,23.25,2.169053700369523,False,False,False,True,False,0
407,1,2,1,3.0,1,1,18.75,2,0,U,3,30,0,6.25,37.5,2.9831534913471307,True,False,False,False,False,0
408,0,3,1,21.0,0,0,7.775,2,2,U,1,33,1,7.775,23.325000000000003,2.1719067693519296,False,False,True,False,False,0
409,0,3,0,21.0,3,1,25.4667,2,1,U,5,18,0,5.0933399999999995,76.4001,3.275887339030031,False,False,True,False,False,0
410,0,3,1,30.0,0,0,7.8958,2,2,U,1,18,1,7.8958,23.6874,2.1855792552411137,False,False,True,False,False,0
411,0,3,1,30.0,0,0,6.8583,1,2,U,1,15,1,6.8583,20.5749,2.061570298060867,False,False,True,False,False,0
412,1,1,0,33.0,1,0,90.0,1,1,C,2,22,0,45.0,90.0,4.51085950651685,False,False,True,False,False,0
413,0,2,1,30.0,0,0,0.0,2,2,U,1,30,1,0.0,0.0,0.0,False,False,True,False,False,0
414,1,3,1,44.0,0,0,7.925,2,2,U,1,25,1,7.925,23.775,2.188856327665703,False,False,False,True,False,0
415,0,3,0,35.0,0,0,8.05,2,3,U,1,39,1,8.05,24.150000000000002,2.2027647577118348,False,False,True,False,False,0
416,1,2,0,34.0,1,1,32.5,2,3,U,3,47,0,10.833333333333334,65.0,3.5115454388310208,False,False,True,False,False,0
417,1,2,0,18.0,0,2,13.0,2,1,U,3,29,0,4.333333333333333,26.0,2.6390573296152584,False,True,False,False,False,0
418,0,2,1,30.0,0,0,13.0,2,2,U,1,26,1,13.0,26.0,2.6390573296152584,False,False,True,False,False,0
419,0,3,0,10.0,0,2,24.15,2,1,U,3,25,0,8.049999999999999,72.44999999999999,3.224857896545748,True,False,False,False,False,1
420,0,3,1,30.0,0,0,7.8958,0,2,U,1,22,1,7.8958,23.6874,2.1855792552411137,False,False,True,False,False,0
421,0,3,1,21.0,0,0,7.7333,1,2,U,1,19,1,7.7333,23.1999,2.167143305297764,False,False,True,False,False,0
422,0,3,1,29.0,0,0,7.875,2,2,U,1,18,1,7.875,23.625,2.1832383353614797,False,False,True,False,False,0
423,0,3,0,28.0,1,1,14.4,2,3,U,3,54,0,4.8,43.2,2.7343675094195836,False,False,True,False,False,0
424,0,3,1,18.0,1,1,20.2125,2,2,U,3,27,0,6.7375,60.637499999999996,3.0545906305603445,False,True,False,False,False,0
425,0,3,1,30.0,0,0,7.25,2,2,U,1,22,1,7.25,21.75,2.1102132003465894,False,False,True,False,False,0
426,1,2,0,28.0,1,0,26.0,2,3,U,2,43,0,13.0,52.0,3.295836866004329,False,False,True,False,False,0
427,1,2,0,19.0,0,0,26.0,2,1,U,1,67,1,26.0,52.0,3.295836866004329,False,False,True,False,False,0
428,0,3,1,30.0,0,0,7.75,1,2,U,1,16,1,7.75,23.25,2.169053700369523,False,False,True,False,False,0
429,1,3,1,32.0,0,0,8.05,2,2,E,1,34,1,8.05,24.150000000000002,2.2027647577118348,False,False,True,False,False,0
430,1,1,1,28.0,0,0,26.55,2,2,C,1,41,1,26.55,26.55,3.3160025355989236,False,False,True,False,False,0
431,1,3,0,35.0,1,0,16.1,2,3,U,2,49,0,8.05,48.300000000000004,2.8390784635086144,False,False,True,False,False,0
432,1,2,0,42.0,1,0,26.0,2,3,U,2,51,0,13.0,52.0,3.295836866004329,False,False,False,True,False,0
433,0,3,1,17.0,0,0,7.125,2,2,U,1,26,1,7.125,21.375,2.094945728215801,False,True,False,False,False,0
434,0,1,1,50.0,1,0,55.9,2,2,E,2,25,0,27.95,55.9,4.041295341132285,False,False,False,True,False,0
435,1,1,0,14.0,1,2,120.0,2,1,B,4,25,0,30.0,120.0,4.795790545596741,False,True,False,False,False,0
436,0,3,0,21.0,2,2,34.375,2,1,U,5,36,0,6.875,103.125,3.5660053559634015,False,False,True,False,False,0
437,1,2,0,24.0,2,3,18.75,2,3,U,6,37,0,3.125,37.5,2.9831534913471307,False,False,True,False,False,0
438,0,1,1,64.0,1,4,263.0,2,2,C,6,17,0,43.833333333333336,263.0,5.575949103146316,False,False,False,False,True,0
439,0,2,1,31.0,0,0,10.5,2,2,U,1,38,1,10.5,21.0,2.4423470353692043,False,False,True,False,False,0
